EVTDESC828;С ослаблением ограничений для иностранных купцов некоторые из наших собственных торговцев начинают считать, что они не получают достаточной государственной поддержки, и потому решают отойти от дел.;L'assouplissement des restrictions imposйes aux marchands йtrangers a conduit plusieurs de nos propres marchands а ne pas se sentir suffisamment soutenus et а changer de mйtier.;Mit der Lockerung der Restriktionen fьr fremde Hдndler meinen einige unserer Hдndler, dass sie nicht genug Staatsunterstьtzung bekommen, und bemьhen sich nicht mehr.;;Con la disminuciуn de las restricciones para los mercaderes extranjeros, algunos de nuestros comerciantes creen que no reciben suficiente apoyo estatal, y han decidido cambiar de oficio.;;;;;;;;;x;
EVTOPTB828A;Нам нет до них дела;Qu'importe !;Ist mir egal;;Me da igual;;;;;;;;;x;
EVTNAME829;Многообещающий торговец;Marchand prometteur;Talentierter Hдndler;;Comerciante prometedor;;;;;;;;;x;
EVTDESC829;Политика свободной торговли заставляет наших купцов быть более изобретательными. Кто-нибудь из таких торговцев вполне может стать великим человеком на нашей службе.;Nos politiques de libre-йchange poussent nos marchands а faire preuve d'innovation. L'un eux sort particuliиrement du lot.;Unsere Richtlinien zum nicht merkantilistischen Handel zwingen unsere Hдndler, innovativere Handelstechniken zu finden. Einer von ihnen zeigt besonderes Talent darin, er kцnnte einmal ein GroЯer werden.;;Nuestra polнtica de libre cambio estб obligando a nuestros mercaderes a ser mбs innovadores. Uno en particular parece que podrнa convertirse en un gran hombre.;;;;;;;;;x;
EVTOPTB829A;Мы должны найти ему подходящую работу;Il nous faut lui trouver un poste.;Wir brauchen einen Job fьr ihn;;Debemos encontrar un trabajo para йl;;;;;;;;;x;
EVTNAME830;Озабоченная знать;La noblesse est inquiиte ;Die Adligen sind besorgt;;Los nobles estбn preocupados;;;;;;;;;x;
EVTDESC830;Наши дворяне, чьи имения расположены вблизи границы, встревожены тем, что мы пренебрегаем обороной. Они выражают свою озабоченность всем и каждому.;Les nobles propriйtaires de terres situйes а proximitй de la frontiиre s'inquiиtent du fait que nous nйgligions nos dйfenses. Ils nous ont fait part de leurs inquiйtudes, tous sans exception.;Unsere Adligen mit Besitz nahe an der Grenze sind besorgt, dass wir unsere Verteidigung vernachlдssigen. Sie haben ihre Besorgniss alle wissen lassen.;;A nuestros nobles con propiedades prуximas a la frontera les preocupa que estemos descuidando nuestras defensas. Han expresado su inquietud a todo el mundo.;;;;;;;;;x;
EVTOPTB830A;Атака - лучшая форма обороны;Mais l'attaque est la meilleure des dйfenses !;Aber Angriff ist die beste Verteidigung!;;ЎEl ataque es la mejor forma de defensa!;;;;;;;;;x;
EVTNAME831;Слишком много трусов;Trop de lвches;Zu viele Feiglinge;;Demasiados cobardes;;;;;;;;;x;
EVTDESC831;Наша ставка на наступление привела к тому, что нам стало труднее находить храбрых крестьян, готовых встать под знамена. Наши вербовщики докладывают, что крестьяне все меньше хотят быть пушечным мясом.;L'intйrкt croissant que nous portons а la doctrine offensive renforce notre difficultй а trouver de courageux paysans prкts а rejoindre nos rangs. Les officiers chargйs du recrutement nous rapportent frйquemment leur sentiment de n'кtre que de la chair а canon.;Unser steigendes Augenmerk auf den Angriff hat es schwieriger gemacht, Bauern zu finden, die die Reihen fьllen. Lдcherliche Beschwerden wie wir wollen kein Kanonenfutter sein weil irgendein Idiot alles stьrmen wird, wurden laut.;;Nuestro creciente йnfasis en la doctrina ofensiva ha hecho mбs difнcil dar con campesinos valientes para engrosar nuestras filas. Ridнculas quejas al respecto de ser carne de caсуn se esgrimen a menudo en nuestras oficinas de reclutamiento.;;;;;;;;;x;
EVTOPTB831A;Глупцы упускают свой шанс прославиться;Ces imbйciles passent а cфtй de la gloire.;Die Narren vergessen den Ruhm;;Esos idiotas se pierden la gloria;;;;;;;;;x;
EVTNAME832;Наша слава;Gloire а nous !;Der Ruhm ist unser;;Gloria para nosotros;;;;;;;;;x;
EVTDESC832;Решение сфокусироваться на нападении привело к тому, что наши соседи стали опасаться наших славных войск, которые всегда готовы дать отпор любому врагу.;Notre dйcision de privilйgier l'attaque a conduit bon nombre de nos voisins а envier et s'inquiйter de nos glorieuses troupes, toujours prкtes а croiser le fer avec l'ennemi.;Unsere Entscheidung, uns auf die Offensive zu konzentrieren hat dazu gefьhrt, dass viele unserer Nachbarn mit Neid auf unsere Truppen blicken.;;Nuestra decisiуn de centrarnos en el ataque ha llevado a muchos de nuestros vecinos a mirar con preocupaciуn y envidia a nuestras gloriosas tropas, listas para hacer probar a nuestros enemigos el frнo acero.;;;;;;;;;x;
EVTOPTB832A;Именно;En effet.;Wohlan;;En efecto;;;;;;;;;x;
EVTNAME833;Аристократы не хотят служить;Les aristocrates ne veulent pas s'enrфler;Aristokraten wollen nicht dienen;;Los aristуcratas no quieren enrolarse;;;;;;;;;x;
EVTDESC833;С тех пор как мы стали делать ставку на оборону, наши аристократы не испытывают большого желания служить в армии. Они сетуют на то, что при защите крепостей нет места славным делам.;Les aristocrates rechignent de plus en plus а rejoindre notre armйe compte tenu de nos tactiques rйsolument dйfensives. Ils s'inquiиtent du peu d'occasions de se couvrir de gloire dont ils disposent derriиre des fortifications.;Unsere Aristokraten sind immer widerwilliger beim Dienst in der Armee, da wir auf defensive Taktiken setzen. Sie denken, dass sie nicht genug Mцglichkeiten haben, zu Ruhm zu kommen, wenn sie hinter Befestigungen kauern.;;Nuestros aristуcratas se estбn volviendo reluctantes a servir en nuestro ejйrcito, dado que nos estamos centrando en tбcticas defensivas. Les preocupa la falta de oportunidades para conseguir la gloria escondiйndose dentro de nuestras fortificaciones.;;;;;;;;;x;
EVTOPTB833A;Они ничего не понимают;Mais ils n'y comprennent rien !;Aber sie verstehen nicht;;No lo entienden;;;;;;;;;x;
EVTNAME834;Недовольство крестьян;La paysannerie est inquiиte;Bauern sind aufgebracht;;Campesinos molestos;;;;;;;;;x;
EVTDESC834;Уделяя особенное внимание обороне, мы вычищаем землю вокруг наших крепостей, чтобы строить рвы и создавать открытые пространства для ведения огня. Люди, живущие вокруг крепостей, относятся к нашим начинаниям крайне непатриотично.;Notre intйrкt croissant pour la dйfense nous a conduit а dйboiser des terres autour de nos fortifications pour creuser des douves et disposer de champs de vision dйgagйs. Les occupants de ces terres ont, pour certains, rйagi de maniиre des plus dйloyales.;Mit unserer stдrkeren Ausrichtung auf Verteidigung haben wir das Land rund um unsere Befestigungen gerodet um Barrieren zu graben und besseres Schussfeld zu haben. Die Leute, die dieses Land bewohnt haben, haben darauf vцllig ьberzogen reagiert.;;Con nuestro creciente йnfasis en la defensa, hemos despejado el terreno en torno a nuestras fortificaciones para cavar fosos y crear campos de tiro despejados. La gente que vive en dichas tierras ha reaccionado de un modo de lo mбs desleal.;;;;;;;;;x;
EVTOPTB834A;Крепости важнее каких-то крестьян;Eh bien, le fort doit tenir jusqu'а l'arrivйe de renforts. ;Das Fort sollte halten bis Hilfe vor Ort ist;;Bueno, el fuerte deberнa aguantar hasta que llegue el relevo.;;;;;;;;;x;
EVTNAME835;Специалист по укреплениям;Expert en fortifications;Befestigungsexperte;;Experto en fortificaciones;;;;;;;;;x;
EVTDESC835;С тех пор как мы стали придерживаться оборонительной философии, один простой инженер (которые обычно находятся на нижних ступеньках военной иерархии) начал создавать поистине гениальные вещи.;Depuis que notre regain d'intйrкt pour les philosophies plus dйfensives, un modeste ingйnieur (un poste gйnйralement en bas de l'йchelle militaire) a fait grande impression et s'est rйvйlй кtre un vйritable gйnie.;Da wir uns entschlossen haben, auf eine defensivere Philosophie umzusteigen steigen nun die Ingenieure, normalerweise nicht im Rampenlicht des Militдrs, in den oberen Rang auf.;;Desde que comenzamos a centrarnos en una filosofнa mбs defensiva, un humilde ingeniero (un puesto por lo general en el ъltimo escalafуn del ejйrcito) ha tenido oportunidad de impresionarnos con el sello de un verdadero genio.;;;;;;;;;x;
EVTOPTB835A;Полагаю, он чертовски хорош;J'imagine qu'il est plutфt douй.;Er ist ziemlich gut denke ich;;Es bastante bueno, supongo;;;;;;;;;x;
EVTNAME836;Недостаток идей во флоте;Mise а mal de la pensйe navale;Flottendenken leidet;;Inteligencia naval en apuros;;;;;;;;;x;
EVTDESC836;После того как мы переключили свое внимание с флота на армию, некоторые корабельные мастера решили оставить свою работу и заняться другим делом. От этого пострадала работа наших верфей.;L'intйrкt croissant que nous portons а l'armйe aux dйpens de la marine a poussй plusieurs de nos constructeurs de navires а chercher du travail ailleurs. Nos chantiers navals en ont beaucoup pвti.;Mit unserer kьrzlichen Entscheidung, der Armee mehr Aufmerksamkeit zu schenken, haben einige unserer Schiffsbauer das Gefьhl bekommen, dass sie besser woanders einen Job suchen sollten. Daher leiden unsere Schiffswerften nun.;;Al centrar mбs nuestra atenciуn en el ejйrcito que en la armada, algunos de nuestros maestros carpinteros de navнo han decidido buscar empleo en otra parte. Ello ha puesto a nuestros astilleros en apuros.;;;;;;;;;x;
EVTOPTB836A;Этого следовало ожидать;Il fallait s'y attendre.;Oh nein!;;Era de esperar;;;;;;;;;x;
EVTNAME837;Увольнение морских офицеров;Dйmissions d'officiers navals ;Flottenoffiziere gehen in Ruhestand;;Los oficiales de marina se retiran;;;;;;;;;x;
EVTDESC837;Наше решение поддерживать армию привело к уходу с морской службы ряда молодых многообещающих офицеров. Они заявляют, что теперь у них меньше возможностей для карьерного роста, чем прежде.;Notre dйcision de privilйgier l'armйe a poussй de jeunes et prometteurs officiers navals а dйmissionner. Ils justifient leur geste par le fait que leurs perspectives de carriиre ne sont plus ce qu'elles йtaient.;Unsere Entscheidung, die Armee etwas zu bevorzugen hat dazu gefьhrt, dass eine Menge vielversprechender Flottenoffiziere ihren Rьcktritt eingereicht haben. Sie meinen dass es nicht mehr soviele Aufstiegsmцglichkeiten wie frьher fьr sie gibt.;;Nuestra decisiуn de favorecer mбs al ejйrcito ha llevado a un grupo de jуvenes y prometedores oficiales de marina a retirarse del servicio. Se quejan de que no hay tantas oportunidades de promociуn como antes.;;;;;;;;;x;
EVTOPTB837A;Проклятье;Bon sang !;Verdammt;;Maldiciуn;;;;;;;;;x;
EVTNAME838;Пример для всех нас;Un exemple pour nous tous;Ein Beispiel fьr uns alle;;Un ejemplo para todos nosotros;;;;;;;;;x;
EVTDESC838;Появились первые результаты нашего повышенного внимания к армии: многие молодые офицеры ищут возможности проявить себя. В частности, мы выделили одного из молодых капитанов - он превосходный боец!;Alors que l'armйe commence а rйcolter les fruits de l'intйrкt croissant que nous lui portons, de jeunes officiers cherchent а se distinguer. Un capitaine, notamment, ressort nettement du lot !;Da die Armee nun bevorzugt wird streben viele junge Offiziere danach, sich hervorzutun. Ein Leutnant im Besonderen fдllt auf, manche meinen soger er scheint hervorragend.;;Como el ejйrcito empieza a disfrutar de nuestro creciente apoyo, muchos jуvenes oficiales estбn buscando oportunidades para distinguirse. Destaca en particular un capitбn: Ўincluso llama la atenciуn!;;;;;;;;;x;
EVTOPTB838A;Интересно;Intйressant.;Interessant;;Interesante.;;;;;;;;;x;
EVTNAME839;Покинутые арсеналы;Les arsenaux se vident;Arsenale sind verlassen;;Los arsenales se estбn quedando vacнos.;;;;;;;;;x;
EVTDESC839;С тех пор как мы решили сосредоточиться на морских вопросах, наши армейские арсеналы постепенно пустеют. Опытные мастера начинают искать другую работу.;Depuis notre dйcision de privilйgier les questions navales, les arsenaux qui approvisionnent l'armйe se vident. Les ouvriers cherchent du travail ailleurs.;Da wir uns entschlossen haben, unsere Flotte zu bevorzugen, liegen die Militдrarsenale, die unsere Armee beliefern, brach. Erfahrene Handwerker bieten ihre Dienste woanders an.;;Desde que decidimos centrarnos en asuntos navales, nuestros arsenales con suministros para el ejйrcito se estбn quedando sin hombres. Los especialistas con experiencia buscan empleo en otra parte.;;;;;;;;;x;
EVTOPTB839A;Печально;Dйcevant.;Das ist schade;;Decepcionante;;;;;;;;;x;
EVTNAME840;Уход в отставку генералов;Le gйnйral dйmissionne;Generдle gehen in Ruhestand;;El general se retira;;;;;;;;;x;
EVTDESC840;Недавнее решение сделать ставку на флот привело к череде отставок среди наших генералов. Они считают, что теперь у них не осталось возможности прославиться.;La dйcision rйcente de privilйgier la marine a conduit а la dйmission de plusieurs gйnйraux. Ils s'estiment privйs d'une part de gloire.;Nach unserer Entscheidung, die Flotte mehr zu fцrdern, haben mehrere Generдle beschlossen, zurьckzutreten. Sie meinen dass es weniger Ruhm fьr sie zu holen gibt.;;La reciente decisiуn de favorecer mбs a la armada ha provocado que varios generales deseen retirarse. Creen que habrб menos opciones de gloria para ellos.;;;;;;;;;x;
EVTOPTB840A;Что ж, хорошо;Eh bien !;Na ja;;Vaya;;;;;;;;;x;
EVTNAME841;Юный великий адмирал?;N'est-il pas remarquable ? ;Ist er nicht groЯartig?;;їNo es mayor?;;;;;;;;;x;
EVTDESC841;Наш флот улучшился во всех отношениях с тех пор, как мы решили (пренебрегая армией) сосредоточиться на морских делах. В частности, сейчас ожидает повышения молодой и многообещающий адмирал.;Les performances globales de notre marine se sont, en effet, amйliorйes depuis notre dйcision de la privilйgier aux dйpens de l'armйe. Un amiral particuliиrement brillant pourrait bien кtre promu.;Die Gesamtleistung unserer Flotte hat sich verbessert, seit wir verkьndet haben, dass sie mehr als die Armee gefцrdert wird. Ein Admiral im Besonderen ist ein echt auffallender Kandidat.;;El rendimiento general de nuestra armada ha mejorado ciertamente desde que decidimos favorecerla en detrimento del ejйrcito. Un almirante de gran talento destaca como candidato a la promociуn.;;;;;;;;;x;
EVTOPTB841A;О, да;Brillant, en effet !;Ja, genau;;Sн, lo es;;;;;;;;;x;
EVTNAME842;Неподходящие рекруты;Recrues inappropriйes;Unbrauchbare Rekruten;;Reclutas inadecuados;;;;;;;;;x;
EVTDESC842;С тех пор как мы решили ужесточить стандарты в нашей армии, огромное число потенциальных рекрутов было признано негодными к службе.;Depuis notre dйcision de relever la qualitй de notre armйe, bon nombre de recrues potentielles seront malheureusement dйclarйes inaptes au service.;Da wir es fьr nцtig gehalten haben, die Qualitдtsstandards unserer Armee zu erhцhen, wurde eine Menge potenzieller Rekruten Dienstunfдhig.;;Desde que hemos juzgado necesario subir el estбndar de calidad de nuestro ejйrcito, un gran nъmero de posibles reclutas deben ser declarados no aptos para el servicio, lamentablemente.;;;;;;;;;x;
EVTOPTB842A;Мы должны отделить зерна от плевел;Il nous faut sйparer le bon grain de l'ivraie. ;Wir mьssen die Spreu vom Weizen trennen;;Debemos separar el grano de la paja;;;;;;;;;x;
EVTNAME843;Дворяне обеспокоены;La noblesse est inquiиte ;Adlige sind besorgt;;Nobles preocupados;;;;;;;;;x;
EVTDESC843;С тех пор как мы изменили армейские стандарты, дворяне забеспокоились: традиционная армия - служившая, в первую очередь, им, а потом уже стране - уходит в прошлое. К счастью, они понимают, что армии нового типа есть чем ответить на любые вспышки недовольства...;Avec l'intйrкt croissant de l'armйe pour la qualitй, les nobles s'inquiиtent du fait que l'armйe traditionnelle, acquise а leur cause plutфt qu'а celle du pays, ne disparaisse а jamais. Heureusement, ils se tracassent surtout du fait que ce nouveau modиle d'armйe ne rйfrиne les plaintes les plus bruyantes...;Mit der immer stдrkeren Ausrichtung der Armee auf Qualitдt sind die Adligen besorgt, dass die traditionelle Armee, die ihnen zuerst und der Nation erst danach ergeben war, fьr immer verschwunden ist. Aber sie sind noch mehr besorgt darьber, dass diese neue Modellarmee sehr nьtzlich sein wird, mit ihren allfдlligen Beschwerden fertigzuwerden.;;Con nuestro ejйrcito cada vez mбs preocupado por la calidad, a los nobles les preocupa que el ejйrcito tradicional -leal primero a ellos y despuйs al paнs- haya desaparecido para siempre. Por fortuna, les preocupa aъn mбs que el nuevo modelo de ejйrcito resulte un argumento de lo mбs convincente contra toda queja...;;;;;;;;;x;
EVTOPTB843A;Не о чем беспокоиться;Ils n'ont pas lieu de s'inquiйter.;Es gibt keinen Grund dafьr;;No hay de quй preocuparse;;;;;;;;;x;
EVTNAME844;Новый комендант;Nouveau commandant ;Neuer Kommandant;;Nuevo comandante;;;;;;;;;x;
EVTDESC844;Поскольку мы заинтересованы в более дисциплинированной армии, наши командиры уделяют особое внимание муштре. Один из командиров особенно выделяется на фоне остальных.;Depuis notre dйcision de discipliner l'armйe, nos commandants s'efforcent de veiller а ce que leurs hommes accиdent а la perfection. Un homme, notamment, se rйvиle prometteur.;Da wir nach einer disziplinierteren Armee streben arbeiten unsere Kommandeure hart daran sicherzustellen, dass unsere Truppen bis zur Perfektion gedrillt sind. Einer davon zeigt besondere Befдhigung.;;Dado que buscamos un ejйrcito mбs disciplinado, nuestros comandantes estбn trabajando duro para lograr que nuestras tropas estйn entrenadas a la perfecciуn. Un hombre en particular parece muy prometedor.;;;;;;;;;x;
EVTOPTB844A;Очень хорошо;Parfait !;Sehr gut;;Muy bien;;;;;;;;;x;
EVTNAME845;Люди смеются над нашей армией;Notre armйe est raillйe;Leute lachen ьber unsere Armee;;La gente se rнe de nuestro ejйrcito;;;;;;;;;x;
EVTDESC845;Хотя решение создать более многочисленную армию нашло поддержку в стране, грубые иностранцы смеются над нами: они считают, что наши войска - не более чем разношерстная толпа.;Mкme si la dйcision de lever une grande armйe est largement comprise а l'intйrieur de nos frontiиres, de frustes йtrangers se moquent de nous, arguant du fait que notre armйe est tout sauf disciplinйe.;Obwohl die Entscheidung fьr eine Massenarmee fьr viele in unserem Land Sinn macht lachen Fremde darьber und meinen, unsere Armee sei nichts als ein undisziplinierter Haufen.;;Aunque la decisiуn de intentar lograr un gran ejйrcito tiene sentido para muchos dentro de nuestro paнs, los incultos extranjeros se rнen de nosotros, y dicen que nuestro ejйrcito no es sino una turba indisciplinada.;;;;;;;;;x;
EVTOPTB845A;Пусть смеются;Qu'ils se moquent ! ;Lasst sie lachen;;Que se rнan.;;;;;;;;;x;
EVTNAME846;Трудности в поиске командиров;Les dirigeants se font rares;Anfьhrer sind schwerer zu finden;;Lнderes mбs difнciles de hallar;;;;;;;;;x;
EVTDESC846;Мы поступили разумно, предпочтя количество качеству. Тем не менее, новая, более многочисленная армия, испытывает сейчас непредвиденные трудности: в огромной массе людей сложно обнаружить талантливых офицеров.;Nous avons pris la sage dйcision de privilйgier la quantitй plutфt que la qualitй. Mais cette nouvelle armйe йlargie a bien du mal а repйrer de brillants officiers parmi les masses.;Wir haben die weise Entscheidung getroffen, Quantitдt der Qualitдt vorzuziehen. Aber die neue, grцЯere Armee hat das unvorhergesehene Problem, dass es in der groЯen Masse schwerer ist, Offiziere mit Talent herauszufiltern.;;Hemos tomado la sabia decisiуn de primar la cantidad por encima de la calidad. No obstante, el nuevo ejйrcito, mбs grande, tiene un problema imprevisto: es mбs difнcil descubrir oficiales con talento entre las masas.;;;;;;;;;x;
EVTOPTB846A;Это, без сомнения, скоро пройдет;Les choses vont s'arranger.;Hдtte nie gedacht, dass sowas passiert;;Sin duda las cosas mejorarбn;;;;;;;;;x;
EVTNAME847;Новая организация;Nouvelle organisation ;Neue Organisation;;Nueva organizaciуn;;;;;;;;;x;
EVTDESC847;Некоторые считали наше решение предпочесть количество качеству неразумным. По их мнению, это должно было сделать нашу армию менее управляемой - и даже превратить ее в посмешище, но они ошибались. Новая система открыла дверь для военных талантов, которые лишь упрочат нашу армию.;Certains ont estimй que notre dйcision de privilйgier la quantitй plutфt que la qualitй йtait une erreur, et que notre armйe connaоtrait un dйclin de son commandement ou serait tournйe en dйrision... Mais ils se sont trompйs. Notre nouvelle et grande armйe a rйvйlй de brillants stratиges qui ont repoussй les niveaux d'organisation.;Einige dachten dass die Entscheidung, Quantitдt der Qualitдt vorzuziehen, dumm war, dass sie zu einer Verschlechterung der Fьhrung fьhren wьrde oder unsere Armee sogar zu einer Art Witz machen wьrde. Sie lagen falsch. Unsere neue, grцЯere Armee hat die Talente unserer militдrischen Denker hervorgelockt, was zu noch besserer Organisation gefьhrt hat.;;Algunos creнan que nuestra decisiуn de primar la cantidad por encima de la calidad era una estupidez, que conducirнa a la decadencia del liderazgo, o incluso que harнa de nuestro ejйrcito un chiste, pero se equivocaban. Nuestro ejйrcito, mбs grande, ha avivado el talento de nuestras mentes militares, lo que ha llevado a niveles de organizaciуn cada vez mejores. ;;;;;;;;;x;
EVTOPTB847A;Хорошо;Parfait ! ;Gut;;Bien;;;;;;;;;x;
EVTNAME729;Улучшение столицы;Amйlioration de la capitale;Verbesert die Hauptstadt;;Mejora la capital;;;;;;;;;x;
EVTDESC729;Наша столица долгое время находилась в запустении. Теперь у нас есть возможность усовершенствовать город и сделать его путеводной звездой нашей культуры. Это будет стоить нам денег - но есть и другой вариант.;Le prestige de notre capitale a йtй trop longtemps nйgligй. La possibilitй nous est donnйe d'amйliorer la ville et d'en faire une fiertй culturelle. Une telle entreprise peut s'avйrer coыteuse, mais il existe une autre solution.;Der Ruhm unserer Hauptstadt wurde lange vernachlдssigt. Wir haben nun die Gelegenheit, die Stadt zu verbessern und sie zu einem Glanzstьck der Kultur zu machen. Das kцnnte eine Menge kosten, jedoch haben wir einige Optionen, wie wir das schaffen kцnnen.;;La gloria de nuestra capital se ha descuidado mucho tiempo. Ahora tenemos una oportunidad de mejorar la ciudad y hacer de ella un ejemplo de orgullo cultural. Puede que resulte costoso, pero hay una soluciуn alternativa.;;;;;;;;;x;
EVTOPTA729;Использовать в качестве рабочей силы армию;Utilisez l'armйe en guise de main-d'њuvre.;Nutzt das Militдr als Arbeiter;;Usa a los soldados como mano de obra;;;;;;;;;x;
EVTOPTB729;Потратить деньги;Dйpensez l'argent.;Gebt Geld aus;;Gasta dinero;;;;;;;;;x;
EVTNAME730;Бесполезное развитие армии;Inutilitй des recherches militaires;Landtechnologieforschung unnьtz;;Investigaciуn de tecnologнa terrestre inъtil;;;;;;;;;x;
EVTDESC730;Ряд выдающихся людей в нашей стране считают, что наши нынешние военные исследования ни к чему нас не приведут. Эти люди желают, чтобы мы изменили подход и остались верны идеалам наших предков.;Plusieurs йminents personnages de notre pays soulignent le fait que la voie que nous suivons en matiиre de recherches militaires est ridicule et ne donnera rien. Ils nous demandent de mettre fin а cette approche pour revenir а ce a fait ses preuves pour nos pиres.;Mehrere fьhrende Mдnner in unserer Nation weisen darauf hin dass er Pfad, den wir bei der militдrischen Forschung beschreiten dumm ist und zu nichts fьhren wird. Sie verlangen, dass wir den jetzigen Kurs verlassen und bei dem bleiben, was fьr unsere Vorvдter gut genug war.;;Varios hombres destacados de nuestro paнs seсalan que el camino que estamos siguiendo en lo relativo a investigaciуn armamentнstica es del todo inъtil y no conseguirб nada. Exigen que detengamos el actual proceso y nos atengamos a lo que resultу ъtil para nuestros padres.;;;;;;;;;x;
EVTOPTA730;Они правы;C'est leur avis !;Ein gutes Argument!;;ЎTienen cierta razуn!;;;;;;;;;x;
EVTOPTB730;Игнорировать их;Ignorez-les !;Ignoriert sie.;;No les hagas caso.;;;;;;;;;x;
EVTNAME731;Бесполезное развитие флота;Recherches navales erronйes !;Flottenforschung falsch!;;ЎInvestigaciуn naval errуnea!;;;;;;;;;x;
EVTDESC731;Один из ведущих кораблестроителей нашей страны убедительно доказывает, что новые методы строительства кораблей, которые отстаивают его соперники, бесполезны и даже опасны: из-за них корабль может пойти на дно, еще не выйдя из гавани.;Visiblement, un йminent constructeur de navires de notre pays aurait rйdigй un document convaincant dans lequel il dйtaille la maniиre dont la nouvelle technologie navale, sur laquelle son rival a tentй de mettre la main, ne portera jamais ses fruits et risque mкme de faire sombrer les navires avant qu'ils ne quittent le port.;Es scheint als ob ein fьhrender Schiffsbauer unseres Landes ein sehr gutes Dokument ьber die neue Schiffstechnologie verfasst hat, die sein Rivale finanziert haben will, die aber niemals funktionieren wird und dazu fьhren kцnnte, dass die Schiffe sinken werden, bevor sie ьberhaupt den Hafen verlassen.;;Al parecer, un destacado constructor de barcos de nuestro paнs ha escrito un documento muy convincente en el que detalla cуmo la nueva tecnologнa naval, para la que su rival ha estado intentando reunir fondos, nunca funcionarб, e incluso puede hacer que los barcos se hundan antes de salir del puerto.;;;;;;;;;x;
EVTOPTA731;Пожалуй, он прав!;Il doit avoir raison.;Sie mьssen recht haben!;;ЎTienen razуn!;;;;;;;;;x;
EVTOPTB731;Игнорировать их;Ignorez-le !;Ignoriert sie.;;No les hagas caso.;;;;;;;;;xx;
EVTNAME732;Еретические исследования торговли;Hйrйsie des nouvelles recherches commerciales;Neue Handelsforschung ist hдretisch;;La nueva investigaciуn comercial es herйtica;;;;;;;;;x;
EVTDESC732;От ряда сановников державы поступили жалобы, что наши купцы используют совершенно еретические методы торговли и что мы должны остановить их немедленно.;Plusieurs dignitaires de notre pays se sont plaints du caractиre hйrйtique des nouvelles pratiques de nos marchands et nous invitent а y mettre fin.;Wir hatten Beschwerden von mehreren fьhrenden Mдnnern unseres Landes wegen den neuen Praktiken unsere Hдndler, die ihnen hдretisch zu sein scheinen, und wir sie stoppen sollten.;;Varios dignitarios de nuestro paнs se han quejado de que las nuevas prбcticas de nuestros mercaderes son claramente herйticas, y dicen que deberнamos ponerles punto final.;;;;;;;;;x;
EVTOPTA732;Принять требования;Rйpondez а leurs attentes.;Akzeptiert die Forderungen.;;Acepta las quejas.;;;;;;;;;x;
EVTOPTB732;Игнорировать их;Ignorez-les !;Ignoriert sie.;;No les hagas caso.;;;;;;;;;x;
EVTNAME733;Неверные инвестиции в производство;Dйfaillance des recherches de production;Produktionsforschung fehlerhaft;;Investigaciуn de producciуn deficiente;;;;;;;;;x;
EVTDESC733;Утверждается, что наши новые методы производства ошибочны, и некоторые влиятельные аристократы убеждены, что мы должны отказаться от них и вернуться к старым, проверенным средствам.;Selon des rumeurs, les nouvelles techniques de notre production seraient dйfaillantes et plusieurs membres de la noblesse estiment qu'il vaudrait mieux y renoncer pour revenir aux bonnes vieilles mйthodes.;Diese neuen Techniken in unserer Produktion sind gerьchteweise fehlerhaft und mehrere fьhrende Adlige treten dafьr ein, sie abzuschaffen und zu den alten, getesteten Methoden zurьckzukehren.;;Se dice que nuestras nuevas tйcnicas de producciуn son deficientes, y varios nobles principales argumentan que deberнamos descartarlas y volver a los viejos mйtodos ya probados.;;;;;;;;;x;
EVTOPTA733;Они правы;Ils doivent avoir raison.;Sie mьssen recht haben!;;ЎTienen razуn!;;;;;;;;;x;
EVTOPTB733;Игнорировать их;Ignorez-les.;Ignoriert sie.;;No les hagas caso.;;;;;;;;;x;
EVTNAME734;Нужда в стабильном правительстве;Un gouvernement stable serait une bonne chose;Es sollte eine stabile Regierung geben;;Deberнa haber un gobierno estable;;;;;;;;;x;
EVTDESC734;Влиятельные члены нашего правительства обеспокоены некоторыми предложениями по изменению государственного управления. Они требуют остановить эти возмутительные реформы и положиться на старые, проверенные методы (разумеется, они не уточняют, как изменения повлияют на их положение в обществе).;Quelques membres йminents du gouvernement s'inquiиtent de certaines йvolutions visant а diriger le pays. Ils exigent l'arrкt de rйformes aussi scandaleuses, s'appuyant sur nos traditions йprouvйes (en йvitant, bien йvidemment, d'indiquer en quoi de telles йvolutions auraient un impact sur leur propre pouvoir.);Mehrere der fьhrenden Mitglieder der Regierung sind tief besorgt ьber einige Дnderungen, wie das Reich regiert werden soll. Sie verlangen das Ende solcher bestьrzender Дnderungen und verschweigen dabei, dass es ihre Einnahmen verringern wьrde. Stattdessen betonen sie, wie wichtig Tradition sei.;;Varios de los principales miembros del gobierno estбn muy preocupados debido a que se han propuesto ciertos cambios en el modo en que deberнa gobernarse el reino. Exigen que se detengan tan escandalosas reformas, basбndose en nuestras viejas tradiciones (y sin mencionar lo que dichos cambios afectarнan a su poder).;;;;;;;;;x;
EVTOPTA734;Принять требования;Rйpondez а leurs attentes.;Akzeptiert die Forderungen.;;Acepta las quejas.;;;;;;;;;x;
EVTOPTB734;Игнорировать их;Ignorez-les.;Ignoriert sie.;;No les hagas caso.;;;;;;;;;x;
EVTNAME735;Поколение трусов;Une gйnйration de lвches;Eine Generation von Feiglingen;;Una generaciуn de cobardes;;;;;;;;;x;
