the_wooden_wall;Флот - наша крепостная стена;La flotte est notre rempart de chкne;Die Flotte ist unsere hцlzerner Mauer;;La flota es nuestro gran escudo;;;;;;;;;x;
desc_the_wooden_wall;Я не говорил, что французы не могут прийти. Я сказал, что они не смогут прийти морем.;Je n'ai jamais dit que les Franзais ne viendraient pas, j'ai juste dit qu'ils ne viendraient pas par la mer. ;Ich habe nie gesagt, das die Franzosen nicht kommen wьrden, ich sagte nur, sie wьrden nicht ьber das Meer kommen.;;Nunca dije que los franceses no vendrнan. Solo dije que no vendrнan por mar. ;;;;;;;;;x;
NOCOLLANDLOCKED;Эта провинция не имеет выхода к морю и не соединена ни с одной из наших развитых провинций.;Cette province est dйpourvue de cфtes et ne jouxte aucune de nos provinces dйveloppйes.;Diese Provinz ist eine Binnenprovinz in nicht neben einer unserer voll entwickelten Provinzen.;;Esta provincia no tiene salida al mar y no es adyacente a ninguna de nuestras provincias ya desarrolladas por completo.;;;;;;;;;x;
RELATION_CAPPED;Наши отношения уже столь хороши, что они не станут лучше, если только не произойдет что-нибудь экстраординарное.;Les relations sont si bonnes que seules des actions extraordinaires permettraient de les amйliorer davantage.;Die Beziehung ist bereits so gut, das sie sich nicht verbessern wird, auЯer durch auЯergewцhnliche MaЯnahmen.;;La relaciуn es ya tan buena que no se mejorarб a no ser por acciones extraordinarias.;;;;;;;;;x;
DIPRELCH_ROYALMARRIAGE;Династический брак;mariage royal;Staatsehe;;Matrimonio real;;;;;;;;;x;
DIPRELCH_DEPENDENCY;Вассалитет или личная уния;Relations union/vassal;Union/Vassalenbeziehung;;Relaciуn de uniуn/vasallo;;;;;;;;;x;
DIPRELCH_EMBARGO;Запрет на торговлю;Embargo;Handelembargo;;Embargo comercial;;;;;;;;;x;
DIPRELCH_WAR;Война;Guerre;Krieg;;Guerra;;;;;;;;;x;
DIPRELCH_SUBSIDIES;Субсидии;Subventions;Subventionen;;Subsidios;;;;;;;;;x;
DIPRELCH_NBOR_PEACE;Соседи в мире;Voisins en paix;Nachbarn im Frieden;;Vecinos en paz;;;;;;;;;x;
DIPRELCH_DIFF_RGROUP;Другая религиозная группа;Groupe religieux diffйrent;Andere Religionsgruppe;;Grupo de religiуn diferente;;;;;;;;;x;
DIPRELCH_DIFF_RELIGION;Другая религия;Religion diffйrente;Andere Religion ;;Religiуn diferente;;;;;;;;;x;
DIPRELCH_DIP_SKILL;Навык дипломатии;Talents diplomatiques;Diplomatische Fдhigkeit;;Habilidad diplomбtica;;;;;;;;;x;
DIPRELCH_GUARANTEE;Гарантия независимости;Garanties;Garantien;;Garantнas;;;;;;;;;x;
DIPRELCH_CULTURE;Общая культура;Mкme culture;Gleiche Kultur;;Misma cultura;;;;;;;;;x;
DIPRELCH_TRADEAGREEMENT;Торговое соглашение;Accord commercial;Handelsabkommen;;Acuerdo comercial;;;;;;;;;x;
DIPRELCH_HASACCESS;Проход войск;Accиs militaire;Militдrzugang;;Acceso militar;;;;;;;;;x;
DIPRELCH_PRESTIGE;Престиж;Prestige;Prestige;;Prestigio;;;;;;;;;x;
DIPRELCH_EXCOMMUNICATED;Отлучение от церкви;Excommunication;Exkommunizierung;;Excomuniуn;;;;;;;;;x;
WARTAX_TIP_DELAYED;Военный налог собирается до тех пор, пока он не будет отменен, или же пока не прекратятся войны. ;Les impфts de guerre durent jusqu'а leur annulation ou que nous soyons en paix.;Kriegssteuern werden eingetrieben bis sie aufgehoben oder wir im Frieden sind.;;Los impuestos de guerra se mantienen hasta que los cancelemos o estemos en tiempo de paz.;;;;;;;;;x;
WARTAX_STOP_TIP;Мы можем прекратить собирать военный налог, однако это не снизит текущую усталость от войны.;Nous pouvons mettre un terme aux impфts de guerre, mais cela diminuera notre usure de guerre.;Wir kцnnen aufhцren, Kriegssteuern einzutreiben, aber es wird unsere jetzige Kriegsmьdigkeit nicht verringern.;;Podemos dejar de recaudar impuestos de guerra, pero ello no reducirб el actual hastнo bйlico.;;;;;;;;;x;
STOP_WARTAXES;Отменить налог;Arrкter les impфts de guerre;Hebt die Kriegssteuern auf;;Dejar de recaudar impuestos de guerra;;;;;;;;;x;
penal_colony_title;Создать колонию каторжников;Йtablir une colonie pйnale;Richtet Strafkolonie ein;;Establecer una colonia penal;;;;;;;;;x;
penal_colony_desc;Создание колонии каторжников в провинции $PROVINCENAME$ решит наши проблемы с самыми закоснелыми преступниками.;Crйez une colonie pйnale en $PROVINCENAME$ pour accueillir les pires criminels de notre pays.;Erschafft eine Strafkolonie in $PROVINCENAME$ um mit den schlimmsten Verbrechern unseres Landes fertig zu werden.;;Crea una colonia penal en $PROVINCENAME$ para que se haga cargo de los peores delincuentes del paнs.;;;;;;;;;x;
penal_colonies;Колония каторжников;Colonie pйnale;Strafkolonie;;Colonia penal;;;;;;;;;x;
desc_penal_colonies;Мы создали в провинции колонию каторжников - туда мы отправим самых закосневших преступников.;Nous avons crйй une colonie pйnale pour accueillir les pires criminels de notre pays.;Wir haben eine Strafkolonie fьr die schlimmsten Verbrecher unseres Landes eingerichtet.;;Hemos establecido una colonia penal para que se encargue de los peores delincuentes del paнs.;;;;;;;;;x;
prussian_military_reforms;Прусские военные реформы;Rйformes militaires prussiennes;PreuЯische Militдrreformen;;Reformas militares prusianas;;;;;;;;;x;
desc_prussian_military_reforms;Прусские военные реформы создали одну из самых дисциплинированных армий, когда-либо выходивших на поле боя. Это также позволило создать такой полк, как Потсдамские гиганты-гренадеры, в котором каждый солдат был 7 футов росту. К несчастью, они были не слишком полезны - ведь баскетбол тогда еще не изобрели.;Les rйformes militaires prussiennes produisent des troupes comptant parmi les plus disciplinйes jamais vues sur un champ de bataille. Elles ont aussi donnй naissance а un rйgiment appelй les Grands grenadiers de Potsdam qui mesuraient, en moyenne, 1,90 mиtre de haut. ;Die preuЯischen Militдrreformen brachten einige der diszipliniertesten Truppen hervor, die jemals auf dem Schlachtfeld gesehen wurden. Sie brachten auch ein Regiment hervor, das offiziell die GroЯgrenadiere von Potsdam genannt wurde, die alle im Durchschnitt 2 Meter groЯ waren. Tragischerweise war Basketball noch nicht erfunden, was ihre Nьtzlichkeit einschrдnkte.;;Las reformas militares prusianas dieron lugar a algunas de las tropas mбs disciplinadas que se hayan visto nunca sobre el campo de batalla. Tambiйn produjo un regimiento denominado oficialmente los Grand Grenadiers de Potsdam, que tenнan una estatura media de dos metros. Por desgracia, el baloncesto todavнa no se habнa inventado, por lo que su utilidad quedу limitada. ;;;;;;;;;x;
enact_prussian_military_reforms_title;Провести прусские военные реформы;Promulguer les rйformes militaires prussiennes;Fьhrt preuЯische Militдrreformen ein;;Promulgar reformas militares prusianas;;;;;;;;;x;
enact_prussian_military_reforms_desc;Ради блага нашей страны, мы должны сделать нашу армию самой сильной. Введение нового (драконовского, как сказали бы некоторые) кодекса дисциплины даст нам уверенность, что наши войска будут сражаться даже тогда, когда другие уже обратятся в бегство.;Pour que la Prusse soit forte, il nous faut veiller а ce que notre armйe soit excellente. L'introduction d'un code de discipline nouveau, et selon certains draconien, veillera а ce que nos troupes se battent lorsque les autres armйes pillent. ;Um PreuЯen stark zu machen mьssen wir sicherstellen, das unsere Armee die stдrkste ьberhaupt ist. Die Einfьhrung eines neuen, von manchen als drakonisch bezeichnetet, Disziplinarcodex wird sicherstellen, das unsere Truppen kдmpfen wдhrend andere Armeen plьndern. ;;Para que Prusia sea mбs fuerte, tenemos que asegurarnos de que nuestro ejйrcito no tenga rival. La introducciуn de un nuevo y, digamos, draconiano cуdigo de disciplina, asegurarб que el ejйrcito estй luchando cuando otros estarнan saqueando. ;;;;;;;;;x;
form_kingdom_of_prussia_title;Создать прусское королевство;Former le royaume de Prusse;Grьndet das Kцnigreich PreuЯen;;Formar el Reino de Prusia;;;;;;;;;x;
form_kingdom_of_prussia_desc;В империи есть только один король - король Богемии. В то же время наши земли в Пруссии никогда не были частью империи. Давайте провозгласим себя королем Пруссии, чтобы отразить наш более высокий статус среди других курфюрстов.;L'empire ne compte qu'un seul roi : le roi de Bohкme. En mкme temps, nos terres prussiennes ne font pas historiquement partie de l'empire et proclamons-nous roi de Prusse pour le plus grand statut dont nous jouissons par rapport aux autres йlecteurs. ;Es gibt nur einen Kцnig im Reich, den Kцnig von Bцhmen. Zur gleichen Zeit sind unsere Lдndereien in PreuЯen kein historischer Teil des Reichs. Lasst uns den Kцnigstitel von PreuЯen fьr uns beanspruchen, um unseren Status ьber den der anderen Kurfьrsten zu erheben.  ;;Solo hay un rey en el Imperio: el rey de Bohemia. A su vez, nuestros territorios en Prusia no son parte histуrica del Imperio. Declarйmonos Rey de Prusia para reflejar nuestro estatus, mбs grandioso que el de los demбs electores. ;;;;;;;;;x;
bg_decision_taken;$MONARCHNAME$ $ADJECTIVE2$ $WHICH$.;$MONARCHNAME$ $ADJECTIVE2$ $WHICH$.;$MONARCHNAME$ $ADJECTIVE2$ $WHICH$;;$MONARCHNAME$ $ADJECTIVE2$ $WHICH$.;;;;;;;;;x;
bg_dec_tak_1_1;умно поступает, решив;a sagement fait;hat weise;;sabiamente ha conseguido;;;;;;;;;x;
bg_dec_tak_1_2;решает;a dйcidй de;beschloss zu;;ha decidido;;;;;;;;;x;
bg_dec_tak_1_3;следует советам двора и решает;a suivi le conseil de la cour et;folgte dem Rat des Hofes und;;ha seguido el consejo de la corte de;;;;;;;;;x;
bg_dec_tak_1_4;мудро принимает решение;a pris la sage dйcision de;hat weise die Entscheidung getroffen;;sabiamente ha tomado la decisiуn de;;;;;;;;;x;
bg_dec_tak_1_5;ради всего наилучшего решает;tout en sachant qu'il se trompe, a dйcidй de ;hat entgegen aller Ratschlдge beschlossen;;contra todo pronуstico ha decidido ;;;;;;;;;x;
FE_LUCK;Удачные страны;Nations chanceuses;Nationen im Glьck;;Naciones con suerte;;;;;;;;;x;
LUCK_HISTORICAL;Исторические;Historique;Historisch;;Histуricas;;;;;;;;;x;
LUCK_RANDOM;Случайные;Alйatoire;Zufдllig;;Al azar;;;;;;;;;x;
LUCK_NONE;Нет;Aucun;Keine;;Ninguna;;;;;;;;;x;
indelningsverket;Военные поселения;Indelningsverket;Indelningsverket;;Indelningsverket;;;;;;;;;x;
desc_indelningsverket;Шведская система военных поселений делила все крестьянство на группы по 10 человек. Это позволяло быстрее находить рекрутов для службы в армии и собирать их в подразделения.;Le systиme de rйpartition suйdois correspondait а la division de la paysannerie en groupe de 10 а des fins de recrutement. Ce systиme recruter plus facilement des effectifs pour l'armйe et de les organiser en unitйs. ;Das schwedische Unterteilungssystem war die Aufteilung der Bauern in Gruppen von 10 fьr Rekrutierungsbedьrfnisse. Dieses System machte es leichter, Leute fьr die Armee zu finden und sie zu Einheiten zu formen.;;El sistema de asignaciуn sueco consistнa en la divisiуn del campesinado en grupos de 10 a efectos de reclutamiento. Este sistema hizo mбs fбcil encontrar a gente para servir en el ejйrcito y organizarla en unidades. ;;;;;;;;;x;
create_indelningsverket_title;Создать военные поселения;"Crйer ""Indelningsverket""";Erschafft 'Indelningsverket';;Crear Indelningsverket;;;;;;;;;x;
create_indelningsverket_desc;Чтобы быстрее и лучше набирать людей на войну, необходимо изменить систему вербовки в Швеции. Теперь каждый крестьянский двор должен будет поставить одного солдата. Это означает, что мы точно будем знать, где взять рекрутов для армии, что значительно ускорит процесс формирования подразделений.;Pour mieux mobiliser des hommes pour la guerre, le systиme de recrutement doit кtre rйorganisй au sein duquel chaque circonscription doit fournir а l'armйe un homme en temps de guerre. Ainsi, nous savons exactement oщ trouver des hommes pour l'armйe, ce qui facilite le recrutement. ;Um effektiver Mдnner fьr den Krieg ausheben zu kцnnen wird das Rekrutierungssystem in ein System umgewandelt, in dem jeder Kreis dafьr verantwortlich ist, einen Mann wдhrend des Krieges fьr die Armee zu stellen.;;Con el objeto de una mejor captaciуn de hombres para la guerra, se reorganiza el sistema de reclutamiento de forma que cada distrito es responsable de suministrar a un hombre para el ejйrcito en tiempo de guerra. De este modo, sabemos exactamente de dуnde conseguir hombres para el ejйrcito, lo que facilita el reclutamiento. ;;;;;;;;;x;
the_absolutism;Абсолютизм;L'absolutisme;Der Absolutismus;;El absolutismo;;;;;;;;;x;
desc_the_absolutism;Абсолютизм - это теория, согласно которой во главе государства может и должен стоять лишь один человек - король. Кажется, наша знать начинает понимать это.;L'absolutisme correspond а la thйorie selon laquelle un homme doit concentrer les pouvoirs et que cet homme est le roi, ce que les nobles commencent а mieux comprendre. ;Absolutismus ist die Theorie das ein Mann die Kontrolle haben sollte, dieser Mann ist der Kцnig und die Adligen beginnen, das besser zu verstehen.;;El absolutismo es la teorнa por la cual un solo hombre deberнa estar al mando. Ese hombre es el rey y los nobles estбn empezando a entenderlo mejor. ;;;;;;;;;x;
institute_the_absolutism_title;Ввести абсолютизм;Instituer l'absolutisme;Fьhrt den Absolutismus ein;;Instaurar el absolutismo;;;;;;;;;x;
institute_the_absolutism_desc;Мы должны дать нашему правительству философское обоснование. Если мы поддержим доктрину абсолютизма, дворяне станут нам сильнее доверять.;Nous devons doter notre gouvernement d'une dimension philosophique. En promouvant la doctrine de l'absolutisme, les nobles seront plus enclins а apporter leur soutien. ;Wir mьssen unserer Regierung eine philosophische Grundfeste geben. Wenn wir die Doktrin des Absolutismus fцrdern, werden die Adligen mehr Unterstьtzung zeigen.;;Tenemos que dotar a nuestro gobierno de un fundamento filosуfico. Si fomentamos la doctrina del absolutismo, los nobles se mostrarбn mбs comprensivos. ;;;;;;;;;x;
use_finnish_cavalry_title;Использовать финскую кавалерию;Recourir а la cavalerie finnoise;Nutzt die finnische Kavallerie;;Utilizar la caballerнa finlandesa;;;;;;;;;x;
use_finnish_cavalry_desc;Финляндия - довольно бедная страна на задворках Европы. Служба в шведской армии дает финнам отличные возможности улучшить финансовое положение с помощью мародерства. Мы же взамен получаем отличную кавалерию. Наши враги до того боятся ее, что считают ее заколдованной.;La Finlande est un endroit plutфt pauvre et reculй et en rejoignant l'armйe suйdoise, son peuple peut s'йlever financiиrement grвce au pillage. Nous pouvons ainsi disposer d'une puissante cavalerie qui, de l'avis de nos ennemis, est invulnйrable en raison de la sorcellerie qui l'entoure, ce dont nous ne sommes pas vraiment certains. ;Finnland ist ein recht armes und rьckstдndiges Land. Der Dienst in der schwedischen Armee bietet den Leuten gute Mцglichkeiten, durch plьndern zu finanziellen Mitteln zu kommen. Das erlaubt es uns, exzellente und gefьrchtete Kavallerie auszuheben von denen unsere Feinde glauben, sie seien durch Hexerei unverwundbar. Wir selbst sind uns nicht 100% sicher, ob das wahr ist.;;Finlandia es un lugar bastante pobre y retrуgrado. El servicio en el ejйrcito sueco proporciona a la gente excelentes oportunidades de mejoras financieras gracias al saqueo. Esto nos permite reunir una excelente y temible caballerнa de la que nuestros enemigos afirman que es invulnerable debido a la brujerнa, aunque de eso no estamos seguros al cien por cien. ;;;;;;;;;x;
finnish_cavalry;Хаккапелиты;Hakkapeliitta;Hakkapeliitta;;Hakkapeliitta;;;;;;;;;x;
desc_finnish_cavalry;Избавь нас, Господи, от ярости хаккапелитов.;A horribile Haccapaelitorum agmine libera nos, Domine;Eine schreckliche Haccapaelitorum agmine libera nos, Domine';;A horribile Haccapaelitorum agmine libera nos, Domine.;;;;;;;;;x;
use_swedish_steel_title;Использовать шведскую сталь;Recourir а l'acier suйdois;Nutzt den schwedischen Stahl;;Utilizar el acero sueco;;;;;;;;;x;
use_swedish_steel_desc;Тогда как другие армии ведут огонь по противнику неточными залпами, мы маршируем к ним стройными рядами, на близком расстоянии даем один залп, а затем показываем, как выглядит наша хладная сталь.;Alors que d'autres armйes tirent des salves imprйcises contre leurs ennemis, nous progresserons en rangs disciplinйs et tirerons une seule salve а courte portйe qu'ils ne sont pas prиs d'oublier. ;Wдhrend andere Armeen ungezielte Salven abfeuern marschieren wir in disziplinierten Reihen auf sie zu, geben eine einzige Salve auf kurze Entfernung ab, und geben ihnen kalten Stahl.;;Mientras que los demбs ejйrcitos disparan imprecisas salvas a sus enemigos, nosotros marcharemos sobre ellos en disciplinadas formaciones, descargando una ъnica salva a corta distancia y luego haciйndoles probar el frнo acero. ;;;;;;;;;x;
swedish_steel;Шведская сталь;Acier suйdois;Schwedischer Stahl;;Acero sueco;;;;;;;;;x;
desc_swedish_steel;Молись, дитя, молись, дитя, шведы придут завтра утром.;Bet Kind, bet Kind, morgen kommt der Schwede;Bet' Kindchen, bet', morgen kommt der Schwed';;Bet Kind, bet Kind, morgen kommt der Schwede.;;;;;;;;;x;
EVTNAME610;Интеграция другой державы;Intйgration de $THISCOUNTRY$;Integrierung von $THISCOUNTRY$;;Integrar a $THISCOUNTRY$;;;;;;;;;x;
EVTDESC610;Когда маленькая страна отказывается от независимости, чтобы присоединиться к большой державе, на ее интеграцию требуется некоторое время. И хотя некоторые вещи сделать несложно, чиновничий аппарат государства все равно придется увеличить.;Lorsqu'un plus petit pays renonce а son indйpendance pour rejoindre un plus grand royaume, il doit s'adapter et, mкme si certains points sont aisйs, l'administration du royaume devra кtre rйorganisйe pour permettre toutes les possibilitйs.;Wenn ein kleineres Land seine Unabhдngigkeit aufgibt, um einem grцЯeren Reich beizutreten, kommt es zu vielen Anpassungen. Und wдhrend einige davon einfach sind, wird die Administration des Reiches dennoch wachsen mьssen, um alle Mцglichkeiten abzudecken.;;Cuando un paнs pequeсo cede su independencia para unirse a un reino mayor, hay que adaptar muchas cosas y, mientras que algunas son fбciles, la administraciуn del reino aъn necesitarб ampliarse para cubrir todas las posibilidades.;;;;;;;;;x;
EVTOPTB610A;Трудно править из города $CAPITAL_CITY$;Il est difficile de rйgner depuis $CAPITAL_CITY$;Es ist schwer, von $CAPITAL_CITY$ zu regieren;;Es complicado gobernar desde $CAPITAL_CITY$;;;;;;;;;x;
MAY_REPAIR_AT_SEA;Корабли могут ремонтироваться при нахождении в прибрежных морских зонах.;Les navires peuvent кtre rйparйs а proximitй des zones cфtiиres.;Schiffe kцnnen in Kьsten-Seezonen repariert werden;;Los barcos pueden reparar cuando estйn en zonas marнtimas costeras.;;;;;;;;;x;
DIPLO_SKILL_IMPACT;При ведении переговоров с другими странами этот показатель также изменяется на §Y$VALUE$§W из-за следующих факторов:;Lors des nйgociations diplomatiques avec d'autres pays, cela est aussi modifiй par §Y$VALUE$§W, en raison de...;Wenn wir diplomatisch mit anderen Nationen verhandeln wird dis auch mit §Y$VALUE$§YW modifiziert, wegen…;;Al negociar diplomбticamente con otros paнses, esto tambiйn se modifica en §Y$VALUE$§W, debido a...;;;;;;;;;x;
REVOLTSIEGE_SETUP;В одной из наших провинций повстанцы достигают своих целей;Lorsque les insurgйs sont parvenus а leurs fins dans l'une de nos provinces;Wenn Revolter Дnderungen in einer unserer Provinzen vornehmen.;;Cuando los revolucionarios impongan sus objetivos en una de nuestras provincias.;;;;;;;;;x;
REVOLTSIEGE_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;
REVOLTSIEGE_1;Повстанцы добились успеха!;Les rebelles ont rйussi !;Rebellen erfolgreich!;;ЎLa rebeliуn ha triunfado!;;;;;;;;;x;
REVOLTSIEGE_2;$MONARCHTITLE$, группа повстанцев §Y$REBELS$§W взяла под свой контроль провинцию;$MONARCHTITLE$, §Y$REBELS$§W ont pris le contrфle de;$MONARCHTITLE$, §Y$REBELS$§W kontrollieren nun;;Ў$MONARCHTITLE$, los §Y$REBELS$§W han tomado el control de;;;;;;;;;x;
REVOLTSIEGE_3;$PROV$.;$PROV$ !;$PROV$!;;$PROV$!;;;;;;;;;x;
REVOLTSIEGE_4;$EFFECT$;$EFFECT$;$EFFECT$;;$EFFECT$;;;;;;;;;x;
REVOLTSIEGE_5;*;*;*;;*;;;;;;;;;x;
REVOLTSIEGE_6;*;*;*;;*;;;;;;;;;x;
REVOLTSIEGE_LOG;Группа повстанцев $REBELS$ добилась своих целей в провинции $PROV$.;$REBELS$ sont parvenus а leurs fins en $PROV$.;$REBELS$ haben ihre Ziele in $PROV$ erreicht.;;Los $REBELS$ han impuesto sus objetivos en $PROV$.;;;;;;;;;x;
REVOLTSIEGE_BTN1;ОК;OK;OK;;Aceptar;;;;;;;;;x;
REVOLTSIEGE_BTN2;ОК;OK;OK;;Aceptar;;;;;;;;;x;
REVOLTSIEGE_BTN3;Перейти;Voir;GOTO;;Ir allн;;;;;;;;;x;
REVOLTSIEGE_MAP;$REBELS$ добиваются успеха!;$REBELS$ ont rйussi;$REBELS$ sind erfolgreich;;Йxito de los $REBELS$;;;;;;;;;x;
PREVIOUS_MISSION_WASNT;Последним заданием не было ;La derniиre mission n'йtait pas ;Die letzte Mission war nicht;;La ъltima misiуn no fue ;;;;;;;;;x;
PREVIOUS_MISSION_WAS;Последним заданием было ;La derniиre mission йtait ;Die letzte Mission war  ;;La ъltima misiуn fue ;;;;;;;;;x;
WARTAX_CANT_STOP_TIP;Мы обязаны собирать военный налог до ;Nous sommes chargйs de collecter des impфts de guerre jusque ;Wir haben uns auf die Eintreibung von Kriegssteuern festegelegt bis;;Estamos comprometidos a recaudar impuestos de guerra hasta ;;;;;;;;;x;
EVTNAME9550;Все внимание торговле;Intйrкt pour le commerce;Handelsfokus;;Concentraciуn en el comercio;;;;;;;;;x;
EVTDESC9550;Некоторые депутаты нашего парламента считают, что мы уделяем недостаточно внимания национальной торговле. Всем и каждому совершенно ясно, что мы не полностью доминируем в торговле на этих землях, однако все могло бы быть и хуже - так оправдываются люди в парламенте. Договориться с парламентом будет крайне сложно - если только не найдется какой-нибудь толковый человек, который сумеет их убедить.;Certains membres du parlement estiment que nous ne soutenons pas suffisamment notre commerce national. Il est clair que nous n'excellons pas dans ce domaine, mais que cela pourrait кtre pire, du moins selon d'autres membres. S'il faut juger de nos prйcйdentes actions, notre parlement risque de ne pas trouver de consensus avant que quelqu'un rйussisse а lui faire entendre raison.;Einige Mitglieder unseres Parlaments denken, das wir nicht genug Augenmerk auf den nationalen Handel richten. Es ist fьr jeden ziemlich klar, das wir den Handel in diesem Gebiet nicht unbedingt dominieren, aber wir kцnnten auch schlechter dastehen, zumindest ist es das, was die anderen dagegenhalten. Wenn unsere vergangenen Leistungen fьr die Zukunft gelten ist es nicht sehr wahrscheinlich, das sie in nдchster Zukunft zu irgendeiner Art Entscheidung finden kцnnen, auЯer es findet sich jemand, der ihnen ins Gewissen reden kann.;;Algunos miembros del parlamento consideran que no estamos poniendo el suficiente empeсo en el comercio nacional. Cualquiera puede apreciar que no dominamos el comercio en esta zona, precisamente, pero podrнa ser peor, desde luego. Al menos eso es lo que afirman los demбs miembros. Si el parlamento se queja de nuestros precedentes, no es muy probable que se llegue a un acuerdo en breve a menos que alguien sea capaz de hacerles entrar en razуn.;;;;;;;;;x;
EVTOPTA9550;Нам нужно больше купцов;Il nous faut plus de marchands.;Wir brauchen mehr Hдndler;;Necesitamos mбs comerciantes;;;;;;;;;x;
EVTOPTB9550;Нам не хватает деловой хватки;Nous manquons d'efficacitй.;Es ist Effizienz die wir vermissen;;Es eficiencia lo que necesitamos;;;;;;;;;x;
EVTNAME9551;Торговая экспансия;Expansion commerciale;Handelsexpansion;;Expansiуn comercial;;;;;;;;;x;
EVTDESC9551;Некоторое время назад в парламенте разгорелась дискуссия по поводу способов расширения торговли. Мы уже держим под контролем местный торговый центр, но многие купцы уже подумывают о заморских рынках. Другие же считают, что риски слишком высоки, а дома можно заработать гораздо больше.;Voilа un certain temps que le parlement discute de moyens de dйvelopper notre commerce. Nous exerзons dйjа un contrфle exclusif sur un centre de commerce local, mais nombreux sont ceux а кtre attirйs par les possibilitйs commerciales d'outre-mer. D'autres sont convaincus que les risques sont trop grands et que le pays aurait bien besoin de plus d'argent.;Diskussionen darьber, wie man den Handel ausbauen kцnnte sind seit einiger Zeit im Parlament an der Tagesordnung. Wir haben schon exklusive Kontrolle ьber ein lokales Handelszentrum, aber es gibt viele, die von den Mцglichkeiten des Ьberseehandels gelockt werden. Andere sind ьberzeugt, das die Risiken zu groЯ sind, und das zuhause mehr Geld zu machen ist.;;Desde ya hace un tiempo, se suceden en el parlamento las discusiones sobre las formas de expandir el comercio. Ya tenemos el control exclusivo sobre un centro de comercio local, pero a muchos los seducen las posibilidades del comercio de ultramar. Otros estбn convencidos de que los riesgos son muy grandes y de que se puede hacer mбs dinero en casa.;;;;;;;;;x;
EVTOPTA9551;Сосредоточиться на внутренней торговле;Nous devons nous concentrer sur le commerce local.;Lokaler Handel ist es, worauf wir uns konzentrieren sollen;;Deberнamos centrarnos en el comercio local;;;;;;;;;x;
EVTOPTB9551;Пришла пора расширить горизонты;L'heure est peut-кtre venue d’йlargir nos horizons.;Vielleicht ist es an der Zeit, unseren Horizont zu erweitern;;Tal vez sea el momento de ampliar nuestros horizontes;;;;;;;;;x;
EVTNAME9552;Разногласия по бюджету;Dйsaccords budgйtaires;Budgetдre Unstimmigkeiten;;Desacuerdos presupuestarios;;;;;;;;;x;
EVTDESC9552;Кажется, в нашем парламенте идут серьезные дискуссии о том, как управлять страной: как распределять бюджет, как собирать налоги, пошлины, какой должны быть торговая и таможенная политика. Сейчас обсуждается бюджет, и вопрос состоит в том, инвестировать ли все средства в исследования или отложить часть денег на непредвиденные расходы в будущем.;Notre parlement semble avoir du mal а s'accorder sur la maniиre de gouverner la nation en matiиre de budget, d'impфts, de droits de douane, de commerce et de politiques douaniиres. Cette fois, c’est du budget dont il est question. Faut-il consacrer plus d'argent а la recherche ou en mettre de cфtй pour les dйpenses imprйvues ?;Unser Parlament scheint echte Probleme damit zu haben sich klar zu werden, wie die Nation regiert werden soll, egal ob es darum geht, Entscheidungen ьber Budget, Steuern, Hafengebьhren oder Tariffsbestimmungen geht. Dieses Mal geht es ums Budget, ob mehr Geld in die Forschung investiert werden sollte, oder fьr zukьnftige unvorhersehbare Ausgaben zurьckgehalten werden sollte.;;El parlamento parece tener ciertas dificultades para ponerse de acuerdo en cуmo gobernar nuestra naciуn, ya sea a la hora de aprobar un presupuesto, por los impuestos, las tasas portuarias o de comercio y las polнticas mercantiles. Esta vez se trata de un presupuesto: їse debe invertir mбs dinero en investigaciуn o mejor reservarlo para futuros gastos imprevistos?;;;;;;;;;x;
EVTOPTA9552;Вложить все в исследования;Investissez tout dans la recherche.;Investiert allen in die Forschung;;Invertidlo todo en investigaciуn;;;;;;;;;x;
EVTOPTB9552;Оставить кое-что на будущие траты;Йpargnez pour les dйpenses а venir.;Behaltet etwas fьr zukьnftige Ausgaben zurьck;;Guardad algo para futuros gastos;;;;;;;;;x;
EVTNAME9553;Разногласия в парламенте;Dйsaccords au parlement;Unstimmigkeiten im Parlament;;Desacuerdos en el parlamento;;;;;;;;;x;
EVTDESC9553;Наш парламент разделен на два лагеря из-за вопроса о создании нового торгового центра. Большинство не может понять, почему у такой видной торговой нации, как мы, нет собственного центра. Однако, как известно, создавать торговый центр недешево, так что делать это надо осторожно.;Notre parlement est divisй sur la proposition d'йtablir un nouveau centre de commerce. La plupart de ses membres ne trouvent pas logique qu'une nation commerciale telle que la nфtre ne dispose pas de son propre centre de commerce, mais nous savons tous qu'une telle entreprise nйcessite des fonds et qu'il faut bien y rйflйchir.;Unser Parlament ist im Bezug auf den Vorschlag, ein neues Handelszentrum zu errichten, gespalten. Die meisten von ihnen scheinen keinen logischen Grund zu sehen, warum so eine prominente Handelsnation wie die unsere nicht sein eigenes Handelszentrum haben sollte. Aber wir wissen alle, das diese Dinge nicht billig sind, und daher sorgfдltige Ьberlegung erfolgen.;;El parlamento se encuentra dividido por la propuesta de establecer un nuevo centro de comercio. Muchos de ellos no encuentran razуn lуgica por la que una naciуn comercial prominente como la nuestra no pueda tener su propio centro de comercio, pero, como todos sabemos, estas cosas son caras y por eso requieren una cuidadosa valoraciуn.;;;;;;;;;x;
